Course,Morning_Attend,Displaced,SpecialNeeds,Debtor,Fees_Paid,Gender,Scholarship,Age,S1_Evaluations,S1_Grade,S2_Evaluations,S2_Grade,Unemployment_Rate,Inflation_Rate,GDP,Has_Spouse,Developed_Nation,Parent_Income_Proxy,Target_3level
9,1,0,0,0,1,1,0,18.0,11,13.5,11,12.333333333333334,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
11,1,0,0,0,1,1,0,26.0,6,0.0,12,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
9,1,1,0,0,1,1,1,18.0,8,12.75,7,11.5,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,1,0,22.0,17,11.333333333333334,14,12.333333333333334,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,0,1,1,0,25.0,8,0.0,10,0.0,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,At-risk
15,1,1,0,0,1,1,0,19.0,9,11.4,13,12.4,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,1,0,19.0,7,14.428571428571429,7,14.571428571428571,13.9,-0.3,0.79,single_or_no_spouse,developed,3.0,Exceptional
12,1,0,0,0,1,1,0,19.0,9,12.492857142857144,10,11.7125,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
3,0,0,0,0,1,1,0,45.0,10,11.5,13,11.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
17,0,0,0,0,1,1,0,52.0,7,11.2,6,12.8,7.6,2.6,0.32,has_spouse,developed,1.0,Regular
9,1,1,0,0,0,1,0,20.0,9,12.0,7,11.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,At-risk
12,1,1,0,0,1,1,0,19.0,8,15.885714285714286,8,15.885714285714286,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Exceptional
12,1,0,0,1,0,1,0,21.0,12,12.94,12,11.58,12.4,0.5,1.79,single_or_no_spouse,developed,1.0,At-risk
3,0,0,0,0,0,1,0,35.0,6,14.0,6,14.166666666666666,9.4,-0.8,-3.12,has_spouse,developed,1.0,Regular
2,1,1,0,0,1,1,0,20.0,0,0.0,0,0.0,7.6,2.6,0.32,has_spouse,developed,2.0,Regular
12,1,0,0,1,0,1,0,47.0,7,0.0,8,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,At-risk
17,0,0,0,0,1,1,0,22.0,0,0.0,0,0.0,8.9,1.4,3.51,single_or_no_spouse,developed,3.0,At-risk
17,0,1,0,0,1,1,0,41.0,8,11.25,8,11.0,7.6,2.6,0.32,has_spouse,developed,1.0,At-risk
7,1,0,0,0,1,1,0,26.0,5,0.0,6,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
3,0,0,0,0,0,0,0,51.0,13,11.25,12,0.0,10.8,1.4,1.74,has_spouse,developed,2.0,At-risk
17,0,0,0,0,1,0,0,43.0,11,10.666666666666666,10,12.5,9.4,-0.8,-3.12,has_spouse,developed,1.0,Regular
3,0,1,0,0,1,0,0,41.0,9,11.8,10,10.666666666666666,7.6,2.6,0.32,has_spouse,developed,1.0,Regular
9,1,1,0,0,1,1,0,23.0,19,11.625,16,11.181818181818182,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
10,1,1,0,0,1,1,0,22.0,11,0.0,10,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,At-risk
5,1,1,1,0,1,1,1,25.0,8,10.25,6,11.25,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,At-risk
17,0,1,0,0,1,1,0,25.0,16,10.8,14,11.357142857142858,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,Regular
2,1,1,0,0,0,1,1,22.0,15,12.545454545454543,16,12.666666666666666,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Regular
4,1,0,0,0,1,1,0,24.0,7,13.571428571428571,9,13.4,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Regular
6,1,0,0,0,1,1,0,47.0,0,0.0,0,0.0,16.2,0.3,-0.92,single_or_no_spouse,developed,1.5,At-risk
17,0,1,0,0,1,1,0,41.0,5,0.0,5,0.0,7.6,2.6,0.32,has_spouse,developed,2.0,At-risk
4,1,1,0,0,1,1,0,43.0,9,14.77777777777778,11,12.2,13.9,-0.3,0.79,single_or_no_spouse,developed,1.0,Regular
4,1,0,0,0,1,1,0,29.0,4,0.0,8,0.0,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,At-risk
7,1,0,0,0,1,1,0,30.0,2,0.0,2,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,At-risk
9,1,0,0,0,0,1,0,26.0,4,0.0,0,0.0,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,At-risk
17,0,0,0,0,0,1,0,27.0,10,0.0,5,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,At-risk
14,1,0,0,0,1,1,1,36.0,5,11.4,7,11.6,9.4,-0.8,-3.12,has_spouse,developed,1.0,Regular
4,1,0,0,0,1,1,0,29.0,13,11.666666666666666,10,10.857142857142858,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,At-risk
7,1,1,0,0,1,1,0,35.0,12,11.285714285714286,8,13.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,At-risk
15,1,0,0,0,1,1,1,18.0,12,11.5,10,12.6,10.8,1.4,1.74,single_or_no_spouse,developed,2.5,Regular
17,0,0,0,0,1,1,1,24.0,5,16.0,5,16.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Exceptional
15,1,1,0,0,1,1,1,18.0,6,12.5,7,12.666666666666666,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,At-risk
7,1,1,0,0,1,1,0,18.0,7,12.0,10,13.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
6,1,0,0,0,1,1,0,21.0,11,0.0,11,11.666666666666666,9.4,-0.8,-3.12,has_spouse,developed,1.5,Regular
7,1,1,0,0,1,1,0,21.0,10,13.0,10,12.6,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,0,1,1,0,32.0,27,13.714285714285714,18,12.083333333333334,15.5,2.8,-4.06,single_or_no_spouse,developed,2.5,Regular
7,1,1,0,0,1,1,1,22.0,9,12.333333333333334,14,12.5,11.1,0.6,2.02,single_or_no_spouse,developed,1.5,At-risk
4,1,1,0,0,0,1,0,32.0,31,12.727272727272728,24,12.7,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,At-risk
14,1,0,0,0,1,1,0,35.0,5,14.0,5,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,At-risk
9,1,1,0,0,0,1,0,23.0,0,0.0,0,0.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,At-risk
3,0,0,0,0,1,1,0,39.0,8,11.4,12,11.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
14,1,0,0,0,1,1,0,35.0,5,0.0,5,10.0,9.4,-0.8,-3.12,has_spouse,developed,1.0,At-risk
4,1,0,0,0,1,1,0,32.0,8,18.875,14,17.692307692307693,16.2,0.3,-0.92,has_spouse,developed,2.0,Exceptional
16,1,0,0,0,1,1,0,20.0,12,0.0,12,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,At-risk
12,1,0,0,0,1,1,0,34.0,15,11.333333333333334,16,12.6,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,Regular
17,0,1,0,0,1,1,0,44.0,9,13.5,6,16.2,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,At-risk
11,1,0,0,0,1,1,0,53.0,12,15.0,10,10.0,16.2,0.3,-0.92,has_spouse,developed,1.5,Regular
7,1,0,0,1,0,1,0,28.0,10,0.0,7,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
17,0,0,0,0,1,1,0,31.0,9,14.22222222222222,5,12.8,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,At-risk
2,1,0,0,1,0,1,0,20.0,0,0.0,0,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,1,0,1,0,44.0,14,12.0,16,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,At-risk
6,1,1,0,0,1,1,0,19.0,9,12.6,8,12.0,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
2,1,0,0,0,1,1,0,21.0,12,15.083333333333334,15,13.083333333333334,8.9,1.4,3.51,single_or_no_spouse,not_developed,2.0,Exceptional
7,1,0,0,0,1,1,1,18.0,5,10.9,5,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.5,At-risk
4,1,1,0,0,1,1,0,20.0,8,14.5,10,15.3,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Exceptional
5,1,0,0,0,1,1,0,55.0,6,14.5,6,13.5,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Exceptional
9,1,0,0,0,1,1,0,27.0,12,10.0,12,13.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Regular
7,1,0,0,0,1,1,0,19.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
9,1,0,0,0,1,1,0,18.0,5,11.6,5,13.2,12.4,0.5,1.79,single_or_no_spouse,developed,1.0,Regular
15,1,0,0,0,1,1,0,43.0,10,11.75,7,0.0,15.5,2.8,-4.06,has_spouse,developed,2.0,At-risk
11,1,1,0,0,1,1,0,18.0,0,0.0,0,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,At-risk
2,1,1,0,0,1,1,0,18.0,0,0.0,0,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,3.0,At-risk
11,1,1,0,1,1,1,1,20.0,7,0.0,6,0.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,At-risk
17,0,0,0,1,0,1,0,29.0,7,11.25,8,11.8,10.8,1.4,1.74,has_spouse,developed,1.0,At-risk
8,1,1,0,1,1,1,0,44.0,9,11.571428571428571,11,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,At-risk
7,1,1,0,0,1,1,0,18.0,7,10.0,8,16.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
4,1,0,0,0,1,1,1,20.0,11,13.833333333333334,13,12.3,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,Regular
5,1,1,0,0,1,1,0,20.0,6,12.75,12,12.666666666666666,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
9,1,1,0,0,1,1,0,36.0,4,0.0,9,0.0,10.8,1.4,1.74,has_spouse,developed,1.0,At-risk
8,1,1,0,0,1,1,0,19.0,13,11.6,12,11.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,Regular
6,1,0,0,0,0,1,0,29.0,5,0.0,5,0.0,12.7,3.7,-1.7,has_spouse,developed,2.0,At-risk
14,1,1,0,0,1,1,0,18.0,6,11.25,10,10.333333333333334,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,At-risk
4,1,0,0,0,0,1,0,24.0,0,0.0,0,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,At-risk
15,1,0,0,0,1,1,0,20.0,6,14.333333333333334,7,15.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.5,Exceptional
3,0,0,0,1,0,1,0,45.0,7,0.0,5,0.0,16.2,0.3,-0.92,has_spouse,developed,1.0,At-risk
12,1,1,0,0,1,1,1,28.0,23,13.5,23,13.5,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
11,1,1,0,0,1,1,0,23.0,8,12.666666666666666,10,12.2,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
12,1,1,0,0,1,1,0,18.0,7,12.444285714285714,11,11.347142857142858,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
9,1,1,0,0,1,1,0,23.0,7,10.666666666666666,7,11.333333333333334,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,At-risk
2,1,1,0,0,1,1,0,22.0,0,0.0,0,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,3.0,Regular
5,1,0,0,0,1,1,1,22.0,6,12.666666666666666,6,12.4,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
17,0,0,0,0,1,1,0,33.0,5,13.2,6,14.833333333333334,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Exceptional
4,1,0,0,0,1,1,0,21.0,20,12.7,14,12.181818181818182,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
9,1,0,0,0,1,1,0,45.0,6,14.833333333333334,5,14.8,15.5,2.8,-4.06,has_spouse,developed,1.5,Exceptional
4,1,0,0,0,0,1,0,44.0,10,11.5,8,12.0,15.5,2.8,-4.06,has_spouse,developed,1.0,At-risk
14,1,0,0,0,1,1,0,42.0,0,0.0,0,0.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.5,At-risk
9,1,1,0,0,1,1,0,20.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
9,1,1,0,0,1,1,0,20.0,7,12.666666666666666,12,12.5,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
11,1,1,0,0,1,1,1,20.0,7,14.714285714285714,6,12.5,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Exceptional
15,1,1,0,0,1,1,0,20.0,11,13.666666666666666,13,10.25,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
9,1,0,0,0,1,1,0,19.0,9,10.8,13,13.5,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
3,0,0,0,1,0,1,0,26.0,13,10.5,16,10.428571428571429,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
4,1,0,0,0,1,1,0,31.0,10,15.0,11,12.5,13.9,-0.3,0.79,has_spouse,developed,1.5,Exceptional
15,1,0,0,1,1,1,1,19.0,6,12.666666666666666,6,14.0,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,Regular
15,1,1,0,0,1,1,0,28.0,7,13.166666666666666,6,13.666666666666666,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
2,1,1,0,0,1,1,1,20.0,0,0.0,0,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
3,0,1,0,0,1,0,0,43.0,6,13.0,6,12.5,9.4,-0.8,-3.12,has_spouse,developed,1.5,Regular
2,1,0,0,0,1,1,1,25.0,0,0.0,0,0.0,15.5,2.8,-4.06,single_or_no_spouse,not_developed,2.5,At-risk
10,1,0,1,1,1,0,0,40.0,13,10.0,10,15.0,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,At-risk
6,1,0,0,0,1,0,0,20.0,7,13.333333333333334,16,13.375,12.4,0.5,1.79,single_or_no_spouse,developed,3.0,Regular
3,0,0,0,0,1,0,0,46.0,13,12.333333333333334,6,13.333333333333334,11.1,0.6,2.02,has_spouse,developed,2.0,Regular
1,1,0,0,0,1,0,0,26.0,23,13.181818181818182,18,11.642857142857142,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
12,1,0,0,0,1,0,1,34.0,7,12.513333333333334,9,13.071428571428571,12.4,0.5,1.79,has_spouse,developed,2.0,Regular
16,1,1,0,0,1,0,0,19.0,0,0.0,0,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,1,18.0,8,13.585714285714284,8,13.585714285714284,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
13,1,1,0,0,1,0,0,18.0,9,11.155555555555557,10,11.425,12.7,3.7,-1.7,single_or_no_spouse,developed,1.5,Regular
3,0,0,0,0,1,1,1,37.0,9,11.857142857142858,7,12.0,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Regular
2,1,0,0,0,1,1,1,23.0,0,0.0,0,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
5,1,0,0,0,1,1,0,26.0,14,14.0,13,13.615384615384617,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,Exceptional
15,1,1,0,0,0,0,0,18.0,8,12.0,0,0.0,10.8,1.4,1.74,single_or_no_spouse,not_developed,2.5,At-risk
12,1,1,0,0,1,0,0,18.0,15,11.575,10,12.419999999999998,12.4,0.5,1.79,single_or_no_spouse,not_developed,2.5,Regular
12,1,1,0,0,1,0,0,19.0,8,13.198571428571428,8,13.0625,11.1,0.6,2.02,single_or_no_spouse,developed,3.0,Regular
6,1,0,0,0,1,0,0,18.0,10,13.5,12,12.0,12.4,0.5,1.79,single_or_no_spouse,not_developed,1.5,Regular
14,1,1,0,0,1,0,0,19.0,6,10.9,8,12.8,8.9,1.4,3.51,single_or_no_spouse,developed,2.5,At-risk
7,1,1,0,0,1,1,0,20.0,10,14.25,14,10.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Regular
5,1,0,0,0,1,0,1,22.0,7,12.166666666666666,9,12.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.5,Regular
12,1,1,0,0,1,0,1,18.0,8,12.214285714285714,8,12.214285714285714,12.7,3.7,-1.7,single_or_no_spouse,developed,1.5,Regular
11,1,0,0,0,1,0,1,18.0,8,12.666666666666666,6,13.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,0,1,18.0,7,12.285714285714286,6,13.5,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
11,1,1,0,0,1,0,1,18.0,7,13.0,6,13.0,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
11,1,1,0,0,1,0,0,18.0,8,12.142857142857142,6,11.166666666666666,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
12,1,1,0,0,1,0,1,19.0,8,13.875714285714285,9,13.085714285714284,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Regular
16,1,0,0,0,1,0,0,20.0,0,0.0,0,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,At-risk
10,1,1,0,0,1,0,1,19.0,12,11.666666666666666,7,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,At-risk
6,1,1,0,0,1,0,0,18.0,13,13.153846153846152,12,11.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,Regular
5,1,1,0,0,1,0,1,18.0,6,14.5,6,12.833333333333334,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,1,18.0,7,14.44142857142857,8,13.65625,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Exceptional
15,1,1,0,0,1,0,0,18.0,6,15.166666666666666,7,14.285714285714286,12.4,0.5,1.79,single_or_no_spouse,developed,2.5,Exceptional
9,1,0,0,0,1,0,1,18.0,5,11.6,12,12.625,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,Regular
15,1,1,0,1,1,0,0,18.0,6,11.666666666666666,6,12.333333333333334,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
4,1,0,0,0,1,0,1,20.0,8,12.625,10,13.2,16.2,0.3,-0.92,single_or_no_spouse,developed,1.5,Regular
10,1,1,0,0,1,0,1,19.0,14,12.666666666666666,7,11.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.5,Regular
8,1,1,0,0,1,0,1,18.0,7,12.833333333333334,8,13.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.5,Regular
10,1,1,0,0,1,0,1,19.0,7,11.857142857142858,8,13.142857142857142,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,Regular
16,1,1,0,0,1,0,0,19.0,8,11.4,7,10.75,12.7,3.7,-1.7,single_or_no_spouse,developed,2.5,Regular
8,1,0,0,0,1,0,0,19.0,10,14.857142857142858,7,15.142857142857142,9.4,-0.8,-3.12,single_or_no_spouse,not_developed,3.0,Exceptional
14,1,0,0,0,1,0,0,19.0,7,14.714285714285714,6,15.833333333333334,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Exceptional
14,1,0,1,1,1,0,0,20.0,6,13.5,9,13.0,8.9,1.4,3.51,single_or_no_spouse,not_developed,2.5,Regular
8,1,1,0,0,1,0,1,18.0,7,11.5,5,12.4,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,Regular
9,1,0,0,0,1,0,0,33.0,9,14.0,5,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
16,1,0,0,0,1,0,1,19.0,8,12.833333333333334,6,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,At-risk
13,1,0,0,0,1,0,1,18.0,7,13.428571428571429,8,14.75,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,Exceptional
5,1,0,0,0,1,0,0,19.0,0,0.0,0,0.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.5,At-risk
4,1,0,0,0,1,0,0,19.0,18,11.666666666666666,14,11.5,15.5,2.8,-4.06,single_or_no_spouse,developed,2.5,Regular
15,1,1,0,0,1,0,0,18.0,6,16.0,7,14.333333333333334,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Exceptional
10,1,1,0,0,1,0,0,20.0,6,13.833333333333334,6,11.833333333333334,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,Regular
12,1,1,0,0,1,0,0,19.0,9,13.2325,9,13.2325,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,1,1,18.0,6,14.0,6,14.166666666666666,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,Exceptional
11,1,1,0,1,1,1,1,19.0,14,10.0,6,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,At-risk
3,0,1,0,0,1,0,0,25.0,16,13.333333333333334,13,12.272727272727272,13.9,-0.3,0.79,single_or_no_spouse,not_developed,1.0,Regular
5,1,1,0,0,1,0,1,20.0,6,12.5,6,14.333333333333334,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
3,0,0,0,0,1,0,0,19.0,6,12.5,6,11.5,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
17,0,1,0,1,1,1,0,33.0,8,10.5,5,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,At-risk
7,1,1,0,1,1,1,0,18.0,11,10.666666666666666,9,11.333333333333334,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
7,1,1,0,0,1,1,0,18.0,9,10.5,11,10.5,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Regular
9,1,0,0,0,1,0,0,19.0,10,12.0,6,11.4,11.1,0.6,2.02,single_or_no_spouse,not_developed,3.0,Regular
2,1,1,0,0,1,0,0,18.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,3.0,Regular
9,1,0,0,0,1,0,0,19.0,11,11.5,9,10.666666666666666,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,0,0,18.0,6,14.0,6,13.5,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,At-risk
16,1,1,0,0,1,0,0,18.0,7,13.5,8,12.6,7.6,2.6,0.32,single_or_no_spouse,developed,2.5,Regular
12,1,1,0,0,1,0,0,18.0,8,13.07375,8,13.07375,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
12,1,0,0,0,1,0,0,37.0,9,10.75,9,0.0,16.2,0.3,-0.92,has_spouse,developed,2.5,At-risk
10,1,0,0,0,1,0,0,20.0,11,12.0,10,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.5,Regular
11,1,1,0,0,1,0,1,20.0,6,14.0,6,13.333333333333334,10.8,1.4,1.74,single_or_no_spouse,not_developed,2.0,Exceptional
10,1,0,0,0,1,1,0,21.0,7,12.333333333333334,7,13.428571428571429,11.1,0.6,2.02,single_or_no_spouse,not_developed,1.5,Regular
12,1,0,0,0,1,0,1,18.0,7,13.464285714285714,9,14.788888888888888,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Exceptional
3,0,0,0,0,1,0,0,26.0,14,10.666666666666666,9,11.2,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,Regular
9,1,0,0,1,1,0,0,41.0,6,11.6,8,12.2,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Regular
15,1,1,0,0,1,0,1,18.0,6,13.666666666666666,6,14.666666666666666,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Exceptional
12,1,0,0,1,1,0,0,18.0,9,14.4025,9,14.4025,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Exceptional
12,1,1,0,0,1,0,0,31.0,9,15.46875,8,16.3875,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,Exceptional
10,1,0,0,1,1,0,0,23.0,8,12.625,6,14.166666666666666,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
12,1,1,0,0,1,0,0,19.0,7,14.983333333333334,7,14.983333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Exceptional
15,1,1,0,0,1,0,1,20.0,6,15.0,6,13.0,11.1,0.6,2.02,single_or_no_spouse,developed,1.5,Exceptional
3,0,0,0,0,1,0,0,40.0,9,15.88888888888889,7,14.142857142857142,12.7,3.7,-1.7,has_spouse,developed,2.0,Exceptional
6,1,1,0,1,1,0,0,32.0,14,11.5,14,11.0,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,At-risk
11,1,1,0,0,1,0,0,24.0,14,10.5,11,10.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,0,18.0,7,13.983333333333334,7,13.983333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Exceptional
10,1,0,0,0,1,0,0,18.0,6,13.0,6,12.833333333333334,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
10,1,1,0,0,1,0,1,18.0,6,13.666666666666666,6,13.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Regular
4,1,1,0,0,0,0,0,27.0,8,0.0,8,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,At-risk
9,1,0,0,0,1,0,0,18.0,5,14.4,5,15.4,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Exceptional
17,0,0,0,0,1,0,0,26.0,10,12.0,9,11.25,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
16,1,1,0,0,1,0,0,19.0,6,14.166666666666666,7,13.666666666666666,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Exceptional
3,0,1,0,0,1,0,0,19.0,8,12.2,7,12.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
9,1,1,0,0,1,0,0,21.0,8,12.0,9,12.666666666666666,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
9,1,1,0,0,1,0,0,24.0,11,10.5,14,11.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
16,1,0,0,0,1,0,0,20.0,8,12.333333333333334,11,10.5,12.7,3.7,-1.7,single_or_no_spouse,developed,1.5,At-risk
16,1,1,0,0,1,0,0,18.0,7,12.2,7,12.2,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,0,1,0,0,30.0,6,0.0,6,0.0,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,At-risk
16,1,1,0,1,0,0,0,22.0,10,11.5,8,13.166666666666666,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,Regular
9,1,0,0,0,1,0,0,21.0,9,10.88888888888889,18,11.615384615384617,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
13,1,0,0,0,1,0,0,26.0,12,12.166666666666666,8,11.675,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,At-risk
